ID,2BM0,2BM1,2BM2,2BM3,2BM4,2BM5,2BM6,2BM7,2BM8,2BM9,7BM0,7BM1,7BM2,7BM3,7BM4,7BM5,7BM6,7BM7,7BM8,7BM9,10BM0,10BM1,10BM2,10BM3,10BM4,10BM5,10BM6,10BM7,10BM8,10BM9
6191,,,,,,,,,,,0.36,0.31,-,-,-,-,-,-,-,0.34,,,,,,,,,,
6193,,,,,,,,,,,-,0.21,-,-,-,-,-,-,-,-,,,,,,,,,,
6196,,,,,,,,,,,-,-,-,-,-,0.63,-,-,-,0.64,,,,,,,,,,
6203,,,,,,,,,,,-,-,0.54,-,-,-,-,-,0.52,-,,,,,,,,,,
6205,,,,,,,,,,,-,-,0.77,-,-,-,-,-,-,-,,,,,,,,,,
6207,,,,,,,,,,,-,0.31,-,-,0.34,-,-,0.31,-,-,,,,,,,,,,
6208,,,,,,,,,,,-,0.73,0.71,-,-,-,-,-,-,0.71,,,,,,,,,,
6210,,,,,,,,,,,0.69,0.71,-,-,-,-,-,-,-,-,,,,,,,,,,
6212,,,,,,,,,,,0.23,-,0.22,-,-,-,-,-,-,-,,,,,,,,,,
6216,,,,,,,,,,,-,-,-,-,0.68,-,-,0.63,-,-,,,,,,,,,,
6231,,,,,,,,,,,-,-,-,-,0.25,-,-,-,-,-,,,,,,,,,,
6239,,,,,,,,,,,0.26,-,-,0.25,-,0.23,-,-,-,-,,,,,,,,,,
6240,,,,,,,,,,,0.35,-,-,-,-,-,0.36,-,-,-,,,,,,,,,,
6247,,,,,,,,,,,0.79,-,-,-,-,0.79,-,-,-,-,,,,,,,,,,
6250,,,,,,,,,,,-,-,-,0.65,-,0.66,0.65,-,-,0.66,,,,,,,,,,
6251,,,,,,,,,,,0.71,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6256,,,,,,,,,,,-,-,-,0.68,-,-,-,-,-,-,,,,,,,,,,
6264,,,,,,,,,,,-,0.5,0.42,-,-,0.51,0.42,0.43,0.34,-,,,,,,,,,,
6268,,,,,,,,,,,-,0.36,-,0.32,-,-,0.37,0.37,-,-,,,,,,,,,,
6278,,,,,,,,,,,0.41,-,-,0.41,0.44,-,-,-,-,-,,,,,,,,,,
6280,,,,,,,,,,,-,0.41,0.42,-,-,-,0.41,0.41,-,-,,,,,,,,,,
6284,,,,,,,,,,,-,-,-,-,-,0.78,-,0.83,-,-,,,,,,,,,,
6286,,,,,,,,,,,-,0.8,0.81,-,0.81,-,-,-,-,-,,,,,,,,,,
6292,,,,,,,,,,,0.16,-,-,-,0.17,-,-,-,-,0.17,,,,,,,,,,
6293,,,,,,,,,,,0.17,0.16,-,-,-,-,-,0.16,-,-,,,,,,,,,,
6296,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6299,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6300,,,,,,,,,,,-,-,0.42,-,0.44,-,-,-,-,-,,,,,,,,,,
6301,,,,,,,,,,,-,-,-,-,-,-,-,0.55,-,-,,,,,,,,,,
6302,,,,,,,,,,,0.52,0.52,-,-,-,-,-,-,-,-,,,,,,,,,,
6304,,,,,,,,,,,0.96,-,-,-,0.96,-,0.96,-,-,-,,,,,,,,,,
6312,,,,,,,,,,,-,-,0.71,0.68,-,-,-,-,-,-,,,,,,,,,,
6315,,,,,,,,,,,-,-,-,-,-,0.75,-,-,-,-,,,,,,,,,,
6319,,,,,,,,,,,-,-,-,-,-,-,-,0.82,-,0.79,,,,,,,,,,
6320,,,,,,,,,,,-,0.92,-,-,-,-,-,-,-,-,,,,,,,,,,
6328,,,,,,,,,,,-,-,-,-,-,-,-,0.18,-,-,,,,,,,,,,
6332,,,,,,,,,,,-,-,0.32,-,-,-,-,0.31,-,-,,,,,,,,,,
6335,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6336,,,,,,,,,,,-,-,-,0.58,-,-,-,-,-,-,,,,,,,,,,
6337,,,,,,,,,,,-,-,0.67,-,-,-,-,-,-,0.68,,,,,,,,,,
6338,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6339,,,,,,,,,,,-,-,-,-,-,-,-,-,0.54,-,,,,,,,,,,
6345,,,,,,,,,,,-,-,-,0.73,0.62,-,-,-,-,-,,,,,,,,,,
6347,,,,,,,,,,,-,-,-,-,-,-,-,0.78,0.77,-,,,,,,,,,,
6349,,,,,,,,,,,-,-,-,-,0.44,-,0.4,-,-,-,,,,,,,,,,
6353,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6359,,,,,,,,,,,-,-,0.2,0.22,-,-,-,-,-,-,,,,,,,,,,
6361,,,,,,,,,,,-,0.74,-,-,-,-,-,-,-,-,,,,,,,,,,
6365,,,,,,,,,,,0.68,0.7,-,-,-,-,0.7,-,-,-,,,,,,,,,,
6367,,,,,,,,,,,-,-,0.67,-,-,-,-,-,-,0.71,,,,,,,,,,
6368,,,,,,,,,,,-,0.92,-,-,-,-,-,-,-,-,,,,,,,,,,
6371,,,,,,,,,,,-,-,-,-,-,-,0.81,-,-,0.85,,,,,,,,,,
6372,,,,,,,,,,,-,0.69,-,-,-,-,-,0.72,0.68,-,,,,,,,,,,
6373,,,,,,,,,,,0.76,0.82,-,-,-,-,-,-,0.79,-,,,,,,,,,,
6375,,,,,,,,,,,-,-,-,-,-,0.71,-,-,-,0.69,,,,,,,,,,
6376,,,,,,,,,,,-,-,-,-,-,0.26,-,-,-,0.28,,,,,,,,,,
6380,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6381,,,,,,,,,,,-,-,0.93,0.89,-,-,0.87,-,-,-,,,,,,,,,,
6382,,,,,,,,,,,0.5,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6384,,,,,,,,,,,-,0.8,-,-,-,-,0.78,-,-,-,,,,,,,,,,
6391,,,,,,,,,,,-,-,-,0.71,-,-,-,-,-,-,,,,,,,,,,
6392,,,,,,,,,,,-,-,-,0.82,-,-,-,0.78,-,-,,,,,,,,,,
6393,,,,,,,,,,,-,0.57,-,-,-,-,0.57,-,0.55,0.57,,,,,,,,,,
6394,,,,,,,,,,,-,-,-,-,-,-,-,-,0.21,-,,,,,,,,,,
6400,,,,,,,,,,,0.41,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6402,,,,,,,,,,,-,0.19,-,-,-,-,-,-,-,-,,,,,,,,,,
6409,,,,,,,,,,,-,-,-,0.47,-,-,-,-,-,-,,,,,,,,,,
6413,,,,,,,,,,,-,-,0.55,-,-,-,-,-,-,-,,,,,,,,,,
6420,,,,,,,,,,,-,-,0.84,0.84,-,-,-,-,-,-,,,,,,,,,,
6422,,,,,,,,,,,-,-,-,-,-,0.5,-,-,0.43,-,,,,,,,,,,
6425,,,,,,,,,,,0.39,-,-,-,-,0.39,-,0.37,0.39,-,,,,,,,,,,
6430,,,,,,,,,,,-,-,-,0.19,-,-,-,-,-,0.2,,,,,,,,,,
6439,,,,,,,,,,,-,0.64,-,-,0.67,-,-,-,-,0.68,,,,,,,,,,
6441,,,,,,,,,,,-,-,-,-,-,0.54,-,-,-,-,,,,,,,,,,
6442,,,,,,,,,,,-,-,0.52,-,-,-,-,-,-,-,,,,,,,,,,
6447,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6449,,,,,,,,,,,-,0.52,-,-,-,0.62,-,-,-,-,,,,,,,,,,
6450,,,,,,,,,,,-,-,0.53,-,-,0.48,-,-,-,0.52,,,,,,,,,,
6451,,,,,,,,,,,-,-,-,0.85,-,-,-,-,-,-,,,,,,,,,,
6453,,,,,,,,,,,-,-,-,0.91,-,-,-,-,-,-,,,,,,,,,,
6459,,,,,,,,,,,-,-,-,-,-,0.49,0.48,-,-,-,,,,,,,,,,
6462,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6463,,,,,,,,,,,-,-,0.92,-,-,0.95,0.92,-,-,-,,,,,,,,,,
6467,,,,,,,,,,,-,-,-,0.85,0.84,-,-,-,-,-,,,,,,,,,,
6468,,,,,,,,,,,-,-,-,0.06,0.06,-,-,-,-,-,,,,,,,,,,
6470,,,,,,,,,,,-,-,-,-,-,-,0.42,-,-,-,,,,,,,,,,
6473,,,,,,,,,,,-,-,0.81,-,-,-,-,-,-,-,,,,,,,,,,
6480,,,,,,,,,,,-,-,0.9,-,-,0.9,-,-,-,-,,,,,,,,,,
6481,,,,,,,,,,,-,0.39,0.39,-,-,0.38,-,-,-,-,,,,,,,,,,
6482,,,,,,,,,,,-,-,-,0.72,0.66,-,-,-,-,-,,,,,,,,,,
6485,,,,,,,,,,,0.12,0.13,-,-,-,-,-,-,-,-,,,,,,,,,,
6487,,,,,,,,,,,-,-,0.16,-,-,-,-,-,-,-,,,,,,,,,,
6489,,,,,,,,,,,-,-,-,-,-,-,-,0.54,-,-,,,,,,,,,,
6490,,,,,,,,,,,-,-,-,-,0.72,-,-,-,-,-,,,,,,,,,,
6497,,,,,,,,,,,-,-,-,-,0.73,-,-,-,-,-,,,,,,,,,,
6501,,,,,,,,,,,-,-,0.05,-,0.05,-,-,-,-,-,,,,,,,,,,
6502,,,,,,,,,,,0.67,-,-,-,-,-,-,-,0.67,-,,,,,,,,,,
6508,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.49,,,,,,,,,,
6511,,,,,,,,,,,-,-,-,-,0.53,-,-,-,-,-,,,,,,,,,,
6520,,,,,,,,,,,0.35,-,0.32,-,0.37,-,-,-,0.34,0.34,,,,,,,,,,
6522,,,,,,,,,,,-,-,-,-,-,-,-,-,0.68,-,,,,,,,,,,
6527,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6528,,,,,,,,,,,-,0.64,-,-,-,-,-,-,-,0.66,,,,,,,,,,
6531,,,,,,,,,,,-,0.43,-,-,-,-,-,-,-,-,,,,,,,,,,
6534,,,,,,,,,,,-,-,-,-,-,-,-,0.5,0.47,-,,,,,,,,,,
6548,,,,,,,,,,,-,0.64,-,-,-,-,-,-,-,-,,,,,,,,,,
6549,,,,,,,,,,,-,-,-,-,-,0.16,-,-,-,-,,,,,,,,,,
6550,,,,,,,,,,,0.73,-,-,-,-,-,0.73,-,-,0.72,,,,,,,,,,
6554,,,,,,,,,,,-,-,0.35,-,-,-,-,-,-,-,,,,,,,,,,
6560,,,,,,,,,,,-,-,-,-,-,-,-,0.31,-,-,,,,,,,,,,
6566,,,,,,,,,,,-,0.77,0.79,-,-,-,-,-,-,-,,,,,,,,,,
6571,,,,,,,,,,,-,-,0.7,-,-,-,-,0.68,-,-,,,,,,,,,,
6574,,,,,,,,,,,-,-,-,-,0.41,-,-,-,0.37,0.38,,,,,,,,,,
6583,,,,,,,,,,,-,-,-,-,-,0.44,-,-,0.42,-,,,,,,,,,,
6585,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6587,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6588,,,,,,,,,,,-,-,-,0.8,-,-,-,0.76,-,0.76,,,,,,,,,,
6589,,,,,,,,,,,-,-,0.42,-,-,-,-,-,-,-,,,,,,,,,,
6591,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6593,,,,,,,,,,,-,-,-,-,-,-,-,-,0.12,-,,,,,,,,,,
6594,,,,,,,,,,,-,-,-,-,-,-,0.53,-,-,-,,,,,,,,,,
6595,,,,,,,,,,,-,-,-,-,-,0.16,-,0.18,-,-,,,,,,,,,,
6596,,,,,,,,,,,-,-,0.44,-,-,-,0.38,-,-,-,,,,,,,,,,
6597,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6601,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6604,,,,,,,,,,,0.35,0.33,-,0.34,-,-,-,-,0.33,0.41,,,,,,,,,,
6605,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6606,,,,,,,,,,,0.34,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6611,,,,,,,,,,,0.21,-,-,-,-,-,-,-,-,0.21,,,,,,,,,,
6613,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6626,,,,,,,,,,,-,-,0.49,-,-,-,-,-,-,-,,,,,,,,,,
6631,,,,,,,,,,,-,0.37,-,-,-,-,-,-,-,-,,,,,,,,,,
6634,,,,,,,,,,,-,-,0.98,-,-,-,-,-,0.98,-,,,,,,,,,,
6638,,,,,,,,,,,0.67,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6639,,,,,,,,,,,-,0.46,0.44,-,-,-,-,-,-,-,,,,,,,,,,
6641,,,,,,,,,,,0.8,0.76,0.78,-,-,-,-,-,-,-,,,,,,,,,,
6645,,,,,,,,,,,-,0.25,0.27,-,-,0.27,-,-,-,-,,,,,,,,,,
6646,,,,,,,,,,,-,-,-,-,-,-,-,0.48,0.46,0.54,,,,,,,,,,
6650,,,,,,,,,,,-,-,-,-,-,-,-,0.52,-,-,,,,,,,,,,
6651,,,,,,,,,,,-,-,-,-,-,0.36,-,-,0.38,-,,,,,,,,,,
6654,,,,,,,,,,,-,-,-,-,-,-,0.61,0.68,-,-,,,,,,,,,,
6655,,,,,,,,,,,-,-,-,0.17,-,-,-,0.19,-,-,,,,,,,,,,
6657,,,,,,,,,,,0.71,-,0.71,0.71,-,0.7,-,-,-,-,,,,,,,,,,
6658,,,,,,,,,,,-,0.35,-,0.36,-,-,-,-,-,-,,,,,,,,,,
6659,,,,,,,,,,,-,-,-,-,-,-,-,-,0.65,0.67,,,,,,,,,,
6662,,,,,,,,,,,-,0.25,-,-,-,-,-,0.28,-,0.24,,,,,,,,,,
6663,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6665,,,,,,,,,,,0.51,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6667,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6668,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6672,,,,,,,,,,,-,-,-,0.52,-,-,-,-,-,-,,,,,,,,,,
6681,,,,,,,,,,,-,-,-,0.62,-,-,-,0.73,-,-,,,,,,,,,,
6683,,,,,,,,,,,-,-,-,-,-,-,-,-,0.5,0.48,,,,,,,,,,
6685,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6690,,,,,,,,,,,-,-,-,0.91,0.85,-,0.83,-,-,-,,,,,,,,,,
6695,,,,,,,,,,,-,0.54,0.57,-,-,-,-,0.58,-,-,,,,,,,,,,
6696,,,,,,,,,,,-,0.43,0.43,0.49,0.52,-,0.46,-,0.59,-,,,,,,,,,,
6698,,,,,,,,,,,0.85,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6702,,,,,,,,,,,0.22,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6703,,,,,,,,,,,-,-,0.54,0.57,-,-,0.53,-,-,-,,,,,,,,,,
6706,,,,,,,,,,,-,-,-,-,-,-,-,0.96,-,0.97,,,,,,,,,,
6708,,,,,,,,,,,-,-,-,0.5,-,-,-,-,-,-,,,,,,,,,,
6715,,,,,,,,,,,-,-,-,-,0.4,-,-,-,-,-,,,,,,,,,,
6719,,,,,,,,,,,-,-,-,-,-,-,-,0.57,-,-,,,,,,,,,,
6721,,,,,,,,,,,-,-,0.23,0.2,-,-,0.23,-,-,-,,,,,,,,,,
6730,,,,,,,,,,,-,-,-,-,-,0.28,-,0.29,-,0.28,,,,,,,,,,
6733,,,,,,,,,,,-,-,-,-,-,-,-,-,0.55,-,,,,,,,,,,
6737,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.61,,,,,,,,,,
6739,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6740,,,,,,,,,,,0.25,0.23,-,-,-,-,-,-,-,-,,,,,,,,,,
6741,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6744,,,,,,,,,,,-,-,-,0.61,-,-,-,-,-,-,,,,,,,,,,
6747,,,,,,,,,,,-,-,0.74,-,0.72,0.75,-,-,0.72,-,,,,,,,,,,
6755,,,,,,,,,,,-,-,0.45,-,-,-,-,0.63,-,-,,,,,,,,,,
6759,,,,,,,,,,,0.94,-,0.95,0.94,-,-,-,-,-,-,,,,,,,,,,
6760,,,,,,,,,,,-,-,0.52,-,-,-,-,-,-,-,,,,,,,,,,
6766,,,,,,,,,,,0.96,-,-,-,-,-,-,0.96,-,-,,,,,,,,,,
6771,,,,,,,,,,,-,-,-,-,0.46,0.43,-,0.44,-,-,,,,,,,,,,
6775,,,,,,,,,,,-,-,0.9,-,-,-,-,0.89,-,-,,,,,,,,,,
6778,,,,,,,,,,,0.61,-,-,-,-,-,-,-,-,0.62,,,,,,,,,,
6780,,,,,,,,,,,-,-,-,-,0.3,-,-,-,-,-,,,,,,,,,,
6783,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6788,,,,,,,,,,,-,-,-,0.59,-,-,-,-,-,-,,,,,,,,,,
6791,,,,,,,,,,,0.13,-,-,-,-,-,-,-,-,0.24,,,,,,,,,,
6796,,,,,,,,,,,-,-,0.58,0.57,-,-,-,-,-,-,,,,,,,,,,
6800,,,,,,,,,,,-,-,-,-,-,-,-,0.59,-,-,,,,,,,,,,
6803,,,,,,,,,,,-,-,-,0.22,-,-,-,-,-,-,,,,,,,,,,
6805,,,,,,,,,,,0.64,-,-,0.62,-,-,-,-,0.6,-,,,,,,,,,,
6809,,,,,,,,,,,0.42,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6810,,,,,,,,,,,0.69,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6811,,,,,,,,,,,-,-,0.71,-,-,-,-,-,-,-,,,,,,,,,,
6815,,,,,,,,,,,-,-,-,-,0.56,-,-,-,0.63,-,,,,,,,,,,
6816,,,,,,,,,,,0.31,-,-,0.28,-,0.3,-,-,-,-,,,,,,,,,,
6820,,,,,,,,,,,-,-,-,-,-,-,-,0.48,0.46,0.5,,,,,,,,,,
6825,,,,,,,,,,,-,-,-,-,0.89,-,-,-,-,-,,,,,,,,,,
6827,,,,,,,,,,,0.58,-,0.61,-,-,-,-,-,-,-,,,,,,,,,,
6840,,,,,,,,,,,-,0.8,-,0.8,-,-,-,-,-,-,,,,,,,,,,
6846,,,,,,,,,,,0.55,0.55,-,-,-,-,-,-,-,-,,,,,,,,,,
6847,,,,,,,,,,,-,-,-,-,-,0.43,-,-,-,-,,,,,,,,,,
6857,,,,,,,,,,,-,-,0.33,-,-,-,-,-,-,0.31,,,,,,,,,,
6862,,,,,,,,,,,-,0.53,-,-,-,-,-,-,-,-,,,,,,,,,,
6863,,,,,,,,,,,-,-,-,-,-,-,-,0.43,-,-,,,,,,,,,,
6864,,,,,,,,,,,-,-,0.71,-,-,-,-,-,-,-,,,,,,,,,,
6866,,,,,,,,,,,-,-,-,-,-,0.41,-,-,0.44,-,,,,,,,,,,
6877,,,,,,,,,,,-,-,-,-,-,0.26,0.32,-,-,-,,,,,,,,,,
6882,,,,,,,,,,,0.9,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6886,,,,,,,,,,,-,0.9,-,-,-,-,0.89,-,0.88,-,,,,,,,,,,
6888,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6892,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6893,,,,,,,,,,,0.44,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6894,,,,,,,,,,,-,-,-,-,-,0.37,-,-,0.45,-,,,,,,,,,,
6900,,,,,,,,,,,-,-,-,-,-,-,0.66,-,-,-,,,,,,,,,,
6901,,,,,,,,,,,0.5,-,-,-,-,0.52,0.52,-,-,0.5,,,,,,,,,,
6904,,,,,,,,,,,-,-,-,-,0.4,-,-,-,0.38,0.38,,,,,,,,,,
6908,,,,,,,,,,,0.95,-,-,-,-,-,-,-,-,0.95,,,,,,,,,,
6910,,,,,,,,,,,-,-,0.94,-,0.92,-,-,-,-,-,,,,,,,,,,
6915,,,,,,,,,,,-,-,-,-,-,-,0.9,-,0.92,-,,,,,,,,,,
6916,,,,,,,,,,,-,-,0.59,-,-,-,-,-,-,-,,,,,,,,,,
6919,,,,,,,,,,,-,-,-,-,0.54,-,-,-,-,-,,,,,,,,,,
6920,,,,,,,,,,,-,-,-,-,0.71,-,0.71,0.7,-,-,,,,,,,,,,
6921,,,,,,,,,,,-,-,0.26,-,-,-,-,-,0.27,-,,,,,,,,,,
6923,,,,,,,,,,,-,-,-,-,-,-,0.4,-,0.42,-,,,,,,,,,,
6924,,,,,,,,,,,-,-,-,-,-,-,-,0.69,0.65,-,,,,,,,,,,
6927,,,,,,,,,,,-,-,-,-,-,-,0.3,-,-,-,,,,,,,,,,
6931,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6934,,,,,,,,,,,0.3,-,-,-,-,-,-,-,0.28,-,,,,,,,,,,
6936,,,,,,,,,,,-,-,0.68,0.68,0.63,-,-,-,-,0.56,,,,,,,,,,
6941,,,,,,,,,,,-,-,0.19,-,-,-,-,-,0.19,0.17,,,,,,,,,,
6943,,,,,,,,,,,-,0.51,0.52,-,-,-,-,-,-,0.51,,,,,,,,,,
6946,,,,,,,,,,,-,-,-,-,-,-,-,0.6,0.58,-,,,,,,,,,,
6947,,,,,,,,,,,-,0.67,-,-,-,0.65,-,-,-,-,,,,,,,,,,
6948,,,,,,,,,,,0.52,-,-,0.53,0.57,-,-,-,-,-,,,,,,,,,,
6952,,,,,,,,,,,-,-,0.7,-,-,-,-,-,-,-,,,,,,,,,,
6955,,,,,,,,,,,-,0.8,0.79,-,0.78,0.78,-,-,-,0.79,,,,,,,,,,
6957,,,,,,,,,,,0.68,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6960,,,,,,,,,,,-,-,-,-,-,-,0.22,-,-,0.27,,,,,,,,,,
6961,,,,,,,,,,,-,-,-,0.38,-,0.38,-,-,-,-,,,,,,,,,,
6968,,,,,,,,,,,0.88,-,-,-,-,0.88,-,0.88,-,-,,,,,,,,,,
6971,,,,,,,,,,,-,-,-,-,-,0.66,-,-,-,-,,,,,,,,,,
6975,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
6980,,,,,,,,,,,-,0.85,-,0.87,0.82,-,0.86,-,-,0.79,,,,,,,,,,
6983,,,,,,,,,,,-,-,0.31,-,0.33,0.28,0.3,-,-,0.31,,,,,,,,,,
6991,,,,,,,,,,,-,-,0.65,-,0.56,-,-,-,-,-,,,,,,,,,,
6996,,,,,,,,,,,-,-,0.42,-,-,-,-,-,-,0.4,,,,,,,,,,
6997,,,,,,,,,,,-,-,0.56,-,0.59,-,-,0.61,-,-,,,,,,,,,,
6999,,,,,,,,,,,-,0.58,-,-,-,-,-,-,-,-,,,,,,,,,,
7003,,,,,,,,,,,-,-,-,-,-,0.73,-,-,-,0.84,,,,,,,,,,
7007,,,,,,,,,,,-,-,-,-,0.44,-,-,-,-,-,,,,,,,,,,
7008,,,,,,,,,,,-,-,-,-,0.67,0.67,-,-,-,0.7,,,,,,,,,,
7010,,,,,,,,,,,-,-,-,-,0.44,0.41,-,-,-,-,,,,,,,,,,
7011,,,,,,,,,,,-,0.45,-,-,-,-,-,-,-,-,,,,,,,,,,
7012,,,,,,,,,,,-,-,-,-,-,-,-,0.56,-,0.57,,,,,,,,,,
7022,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.58,,,,,,,,,,
7025,,,,,,,,,,,-,0.27,-,0.25,-,-,0.28,-,-,-,,,,,,,,,,
7026,,,,,,,,,,,0.61,-,-,-,0.61,0.6,-,0.62,-,-,,,,,,,,,,
7027,,,,,,,,,,,-,-,-,-,-,-,-,0.21,-,-,,,,,,,,,,
7029,,,,,,,,,,,-,-,-,0.89,-,-,0.9,-,-,-,,,,,,,,,,
7033,,,,,,,,,,,0.55,0.62,-,0.56,-,-,-,-,0.5,-,,,,,,,,,,
7037,,,,,,,,,,,-,0.95,-,0.95,0.95,-,-,-,-,-,,,,,,,,,,
7041,,,,,,,,,,,0.48,-,0.49,0.51,-,-,-,-,-,0.53,,,,,,,,,,
7043,,,,,,,,,,,0.45,-,0.43,-,-,-,-,-,-,-,,,,,,,,,,
7044,,,,,,,,,,,-,-,-,-,-,-,0.45,-,-,-,,,,,,,,,,
7048,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
7051,,,,,,,,,,,-,-,0.13,-,-,-,0.14,0.16,-,-,,,,,,,,,,
7053,,,,,,,,,,,-,-,0.21,-,-,-,-,-,-,-,,,,,,,,,,
7060,,,,,,,,,,,0.59,-,-,-,-,-,0.54,-,-,-,,,,,,,,,,
7064,,,,,,,,,,,0.71,-,-,-,-,-,-,-,-,-,,,,,,,,,,
7077,,,,,,,,,,,-,-,0.67,-,0.66,-,0.68,-,-,-,,,,,,,,,,
7098,,,,,,,,,,,-,-,-,-,0.62,-,-,0.75,0.66,-,,,,,,,,,,
7099,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
7100,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,
7105,,,,,,,,,,,0.93,-,-,-,-,-,-,-,-,-,,,,,,,,,,
7107,,,,,,,,,,,-,0.91,-,0.92,-,0.9,0.91,-,-,-,,,,,,,,,,
7112,,,,,,,,,,,-,-,-,-,0.51,0.46,-,-,-,-,,,,,,,,,,
7114,,,,,,,,,,,-,-,0.59,-,-,-,-,-,0.53,-,,,,,,,,,,
7116,,,,,,,,,,,-,0.78,0.83,-,-,-,-,-,0.78,0.88,,,,,,,,,,
7119,,,,,,,,,,,-,-,-,-,0.68,-,0.66,0.66,-,0.67,,,,,,,,,,
7123,,,,,,,,,,,0.48,-,0.49,0.46,-,-,-,-,-,-,,,,,,,,,,
7125,,,,,,,,,,,0.43,0.49,0.48,0.42,-,-,-,-,-,-,,,,,,,,,,
7131,,,,,,,,,,,-,-,-,0.58,-,-,-,0.58,-,-,,,,,,,,,,
7136,,,,,,,,,,,-,0.64,0.56,-,0.54,-,-,-,0.58,-,,,,,,,,,,
7139,,,,,,,,,,,0.21,-,-,-,-,-,-,0.26,0.27,-,,,,,,,,,,
7143,,,,,,,,,,,-,-,-,-,-,-,0.13,-,-,-,,,,,,,,,,
7144,,,,,,,,,,,-,-,-,0.4,0.42,-,-,-,-,-,,,,,,,,,,
7145,,,,,,,,,,,0.43,-,0.36,0.42,-,-,0.39,-,-,0.44,,,,,,,,,,
7150,,,,,,,,,,,-,0.43,-,-,0.39,-,-,-,-,-,,,,,,,,,,
7153,,,,,,,,,,,-,0.57,-,-,-,-,0.57,-,-,-,,,,,,,,,,
7156,,,,,,,,,,,0.34,0.31,-,-,-,-,-,-,-,-,,,,,,,,,,
7160,,,,,,,,,,,-,-,-,-,-,-,-,-,0.72,-,,,,,,,,,,
7162,,,,,,,,,,,0.3,-,0.27,-,-,0.27,-,-,-,-,,,,,,,,,,
7163,,,,,,,,,,,-,-,0.51,-,0.54,-,0.51,-,-,-,,,,,,,,,,
7166,,,,,,,,,,,-,0.33,-,-,-,0.25,-,-,-,0.24,,,,,,,,,,
7167,,,,,,,,,,,-,-,0.23,-,-,-,-,-,-,-,,,,,,,,,,
7178,,,,,,,,,,,0.62,-,-,-,-,-,-,-,-,-,,,,,,,,,,
7184,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.73,,,,,,,,,,
7187,,,,,,,,,,,-,-,-,-,-,-,-,-,-,0.89,,,,,,,,,,
